Date,Narrative,Debit Amount,Credit Amount,Categories
2021-11-24,COLES 0784 DEE WHY AU AUS Card xx3636 Value Date: 22/11/2021,-10.85,,Groceries
2021-11-24,Transfer To Fritz PayID Email from CommBank App Deposit,,,
2021-11-25,TRANSLAYTE.COM LONDON LN GBR Card xx3636 AUD 67.00 Value Date: 22/11/2021,-67.0,,Shopping
2021-11-26,ALDI STORES - DEE WHY DEE WHY AUS Card xx3628 Value Date: 23/11/2021,-145.21,,Groceries
2021-11-27,THE REJECT SHOP DEE WHY NS AUS Card xx3636 Value Date: 24/11/2021,-4.0,,Shopping
2021-11-30,GECAL GROSVENOR PTYQPS SYDNEY AUS Card xx3628 Value Date: 27/11/2021,-10.0,,DinnerBars
2021-11-30,COLES 0784 DEE WHY AU AUS Card xx3628 Value Date: 27/11/2021,-1.18,,Groceries
2021-11-30,LIQUORLAND 3626 DEE WHY AU AUS Card xx3628 Value Date: 27/11/2021,-14.0,,DinnerBars
2021-11-30,SQ *FRENCH BASKET DEE Dee Why AU AUS Card xx3628 Value Date: 26/11/2021,-4.0,,DinnerBars
2021-11-30,AMAZON MKTPLC AU SYDNEY SOUTH NS AUS Card xx3628 Value Date: 26/11/2021,-84.52,,Shopping
2021-11-30,BWS LIQUOR 6593 DEE WHY NS AUS Card xx3628 Value Date: 26/11/2021,-55.0,,DinnerBars
2021-11-30,WOOLWORTHS 1472 DEE WHY NS AUS Card xx3636 Value Date: 26/11/2021,-57.64,,Groceries
2021-11-30,TRANSPORTFORNSW TAP SYDNEY AUS Card xx3628 Value Date: 28/11/2021,-8.15,,Transport
2021-12-01,TARONGA CONSERVATION S MOSMAN NS AUS Card xx3628 Value Date: 29/11/2021,-38.48,,Shopping
2021-12-01,MOSMAN MUNICAPL COUN MOSMAN AUS Card xx3628 Value Date: 29/11/2021,-18.0,,Travel
2021-12-02,Transfer to other Bank NetBank,,,
2021-12-02,Adobe Systems Pty Ltd Sydney AU AUS Card xx3636 Value Date: 01/12/2021,-21.99,,Utility
2021-12-02,COLES 0944 DEE WHY AU AUS Card xx3636 Value Date: 30/11/2021,-4.4,,Groceries
2021-12-03,COLES 0784 DEE WHY AU AUS Card xx3628 Value Date: 01/12/2021,-33.47,,Groceries
2021-12-04,Berkelo - Brookvale Brookvale NS AUS Card xx3636 Value Date: 03/12/2021,-5.05,,DinnerBars
2021-12-04,SMP*Muchacha Mexican North Curl C AU AUS Card xx3628 Value Date: 02/12/2021,-49.81,,DinnerBars
2021-12-04,ALDI STORES - DEE WHY DEE WHY AUS Card xx3628 Value Date: 01/12/2021,-117.96,,Groceries
2021-12-04,CHILL BAR DEE WHY NS AUS Card xx3636 Value Date: 02/12/2021,-5.05,,DinnerBars
2021-12-06,Direct Debit 348045 AGL SALES PTY LT 470009734050,-228.51,,Utility
2021-12-07,LIV*FRATELLI POLITO NARRAWEENA AUS Card xx3636 Value Date: 03/12/2021,-5.05,,DinnerBars
2021-12-07,THE REJECT SHOP DEE WHY NS AUS Card xx3636 Value Date: 02/12/2021,-31.0,,Shopping
2021-12-08,Amazon Australia Servi MELBOURNE AU AUS Card xx0025 Value Date: 04/12/2021,-11.99,,Shopping
2021-12-09,OFFICEWORKS BENTLEIGH EAS AUS Card xx3636 Value Date: 08/12/2021,-18.95,,Shopping
2021-12-09,Direct Debit 000793 BUPA AUSTRALIA 447712440000005000,-171.42,,Medical
2021-12-10,ALDI STORES - BROOKVAL BROOKVALE AUS Card xx0025 Value Date: 07/12/2021,-142.81,,Groceries
2021-12-11,WOOLWORTHS 1621 WARRIEWOOD NS AUS Card xx3636 Value Date: 09/12/2021,-2.0,,Groceries
2021-12-11,WOOLWORTHS 1621 WARRIEWOOD NS AUS Card xx3636 Value Date: 09/12/2021,-33.06,,Groceries
2021-12-11,KMART 1055 WARRIEWOOD AU AUS Card xx3636 Value Date: 09/12/2021,-6.2,,Shopping
2021-12-14,MESSINA CIRC QUAY Sydney NS AUS Card xx3636 Value Date: 12/12/2021,-13.16,,DinnerBars
2021-12-14,COLES 0784 DEE WHY AU AUS Card xx3636 Value Date: 12/12/2021,-10.0,,Groceries
2021-12-14,Salary SAP Australia Pt WAGE/SALARY 013625,,,
2021-12-14,COLES 0784 DEE WHY AU AUS Card xx0025 Value Date: 10/12/2021,-40.33,,Groceries
2021-12-14,Dee Why Fruit Market Dee Why NS AUS Card xx3636 Value Date: 10/12/2021,-2.49,,Groceries
2021-12-14,THE REJECT SHOP DEE WHY NS AUS Card xx3636 Value Date: 10/12/2021,-31.0,,Shopping
2021-12-14,LIQUORLAND 3626 DEE WHY AU AUS Card xx3636 Value Date: 12/12/2021,-11.0,,DinnerBars
2021-12-15,TRANSPORTFORNSW TAP SYDNEY AUS Card xx3636 Value Date: 13/12/2021,-8.15,,Transport
2021-12-15,WOOLWORTHS 1472 DEE WHY NS AUS Card xx3636 Value Date: 13/12/2021,-25.9,,Groceries
2021-12-15,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0025 Value Date: 13/12/2021,-8.15,,Transport
2021-12-16,H M Hennes Mauritz Sydney AU AUS Card xx3636 Value Date: 14/12/2021,,,Shopping
2021-12-16,SCM DEE WHY DEE WHY NS AUS Card xx0025 Value Date: 14/12/2021,-23.0,,DinnerBars
2021-12-16,Transfer to other Bank NetBank,,,
2021-12-17,Direct Debit 142619 TPG Internet DLCH0IZ6CHS-047HP4,,,
2021-12-17,Dee Why Fruit Market Dee Why NS AUS Card xx0025 Value Date: 15/12/2021,-14.98,,Groceries
2021-12-17,MED*ALDIMobile CHATSWOOD AU AUS Card xx0025 Value Date: 14/12/2021,,,
2021-12-17,ALDI STORES - DEE WHY DEE WHY AUS Card xx0025 Value Date: 14/12/2021,-111.11,,Groceries
2021-12-17,BAYFIELDS IND. SINCE DEE WHY NS AUS Card xx0025 Value Date: 14/12/2021,-49.9,,DinnerBars
2021-12-18,THE REJECT SHOP DEE WHY NS AUS Card xx0025 Value Date: 15/12/2021,-13.0,,Shopping
2021-12-18,IKEA RHODES RHODES NS AUS Card xx3636 Value Date: 16/12/2021,-2.5,,Shopping
2021-12-18,IKEA RHODES RHODES NS AUS Card xx3636 Value Date: 16/12/2021,-77.75,,Shopping
2021-12-21,Mounties Group FRESHWATER AU AUS Card xx0025 Value Date: 18/12/2021,-31.4,,DinnerBars
2021-12-21,Mounties Group FRESHWATER AU AUS Card xx0025 Value Date: 18/12/2021,-16.4,,DinnerBars
2021-12-21,SQ *FRENCH BASKET DEE Dee Why AU AUS Card xx0025 Value Date: 17/12/2021,-10.0,,DinnerBars
2021-12-21,COLES 0784 DEE WHY AU AUS Card xx3636 Value Date: 19/12/2021,-39.99,,Groceries
2021-12-21,Mounties Group FRESHWATER AU AUS Card xx3636 Value Date: 18/12/2021,-25.0,,DinnerBars
2021-12-21,Bare Naked Bowls Dee Dee Why NS AUS Card xx3636 Value Date: 18/12/2021,-34.91,,DinnerBars
2021-12-22,SHOES & SOX BROOKVAL BROOKVALE NS AUS Card xx3636 Value Date: 20/12/2021,-50.0,,Shopping
2021-12-22,CLARKS BROOKVALE BROOKVALE NS AUS Card xx3636 Value Date: 20/12/2021,-49.0,,Shopping
2021-12-22,GIRDLERS WARRINGAH Brookvale NS AUS Card xx3636 Value Date: 20/12/2021,-53.0,,DinnerBars
2021-12-22,COLES 0784 DEE WHY AU AUS Card xx3636 Value Date: 20/12/2021,-52.18,,Groceries
2021-12-22,PACIFIC SMILES GROUP L BROOKVALE NS AUS Card xx3636 Value Date: 20/12/2021,-381.52,,Medical
2021-12-22,WESTFIELD WARRINGAHQPS BROOKVALE AUS Card xx0025 Value Date: 20/12/2021,-20.0,,Shopping
2021-12-22,Kazzi Beach Greek Manly NS AUS Card xx0025 Value Date: 21/12/2021,-122.8,,DinnerBars
2021-12-22,LIQUORLAND 3626 DEE WHY AU AUS Card xx0025 Value Date: 20/12/2021,-18.0,,DinnerBars
2021-12-22,NAKED FOODS BROOKVALE NS AUS Card xx3636 Value Date: 20/12/2021,-31.55,,Shopping
2021-12-23,Anita Gelato Manly Manly NS AUS Card xx0025 Value Date: 21/12/2021,-15.17,,DinnerBars
2021-12-23,COLES 0784 DEE WHY AU AUS Card xx0025 Value Date: 21/12/2021,-57.49,,Groceries
2021-12-23,LIQUORLAND 3626 DEE WHY AU AUS Card xx0025 Value Date: 21/12/2021,-100.0,,DinnerBars
2021-12-23,SPENDLESS SHOES WARRINGAH MAL AUS Card xx3636 Value Date: 20/12/2021,-39.99,,Shopping
2021-12-23,Chuu Salad And Juice Manly NS AUS Card xx3636 Value Date: 21/12/2021,-5.56,,DinnerBars
2021-12-23,CBeach Brookvale Brookvale AU AUS Card xx3636 Value Date: 21/12/2021,-59.99,,Shopping
2021-12-23,T2 - WARRINGAH MALL BROOKVALE NS AUS Card xx3636 Value Date: 20/12/2021,-32.0,,Shopping
2021-12-23,KMART 1378 BROOKVALE AU AUS Card xx3636 Value Date: 21/12/2021,-20.0,,Shopping
2021-12-23,MANLY SURFBOARDS MANLY AUS Card xx0025 Value Date: 21/12/2021,-29.95,,Shopping
2021-12-24,COLES 0944 DEE WHY AU AUS Card xx3636 Value Date: 22/12/2021,-13.6,,Groceries
2021-12-25,ALDI STORES - DEE WHY DEE WHY AUS Card xx0025 Value Date: 22/12/2021,-142.52,,Groceries
2021-12-25,BAYFIELDS IND. SINCE DEE WHY NS AUS Card xx0025 Value Date: 22/12/2021,-54.99,,DinnerBars
2021-12-26,Transfer To Fritz PayID Email from CommBank App Deposit,,,
2021-12-30,COLES 0784 DEE WHY AU AUS Card xx3636 Value Date: 24/12/2021,-12.03,,Groceries
2021-12-30,SQ *FRENCH BASKET DEE Dee Why AU AUS Card xx3636 Value Date: 24/12/2021,-9.5,,DinnerBars
2021-12-30,Transfer to other Bank NetBank,,,
2021-12-30,FRATELLI MANLY Manly NS AUS Card xx0025 Value Date: 28/12/2021,-233.48,,DinnerBars
2021-12-30,THE THAI AND I DEE WHY AUS Card xx0025 Value Date: 26/12/2021,-55.7,,DinnerBars
2021-12-30,THE REJECT SHOP DEE WHY NS AUS Card xx0025 Value Date: 23/12/2021,-7.5,,Shopping
2021-12-31,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0025 Value Date: 29/12/2021,-5.3,,Transport
2021-12-31,SIDEWAYS BROOKVALE NS AUS Card xx0025 Value Date: 29/12/2021,-54.54,,Shopping
2021-12-31,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0033 Value Date: 29/12/2021,-5.3,,Transport
2021-12-31,ALDI STORES - DEE WHY DEE WHY AUS Card xx0025 Value Date: 28/12/2021,-167.8,,Groceries
2022-01-01,Return THE REJECT SHOP DEE WHY NS AUS Card xx0033 Value Date: 29/12/2021,2.0,,Shopping
2022-01-01,WOOLWORTHS 1472 DEE WHY NS AUS Card xx0033 Value Date: 30/12/2021,-25.5,,Groceries
2022-01-05,WOOLWORTHS 1472 DEE WHY NS AUS Card xx0025 Value Date: 03/01/2022,-20.0,,Groceries
2022-01-05,WOOLWORTHS 1472 DEE WHY NS AUS Card xx0025 Value Date: 03/01/2022,-17.82,,Groceries
2022-01-05,Amazon Australia Servi MELBOURNE AU AUS Card xx0025 Value Date: 02/01/2022,-9.49,,Shopping
2022-01-05,Adobe Systems Pty Ltd Sydney AU AUS Card xx0025 Value Date: 01/01/2022,-21.99,,Utility
2022-01-05,COLES 0784 DEE WHY AU AUS Card xx0033 Value Date: 01/01/2022,-29.98,,Groceries
2022-01-05,LIQUORLAND 3626 DEE WHY AU AUS Card xx0033 Value Date: 01/01/2022,-39.0,,DinnerBars
2022-01-05,OM SHIVAY 2 PTY LTD DEE WHY AUS Card xx0033 Value Date: 31/12/2021,-47.85,,DinnerBars
2022-01-05,COLES 0784 DEE WHY AU AUS Card xx0033 Value Date: 31/12/2021,-4.7,,Groceries
2022-01-05,Transfer From KIMBERLEY PARRY to PayID Phone Ergo bag,,20.0,
2022-01-07,BIG W 0145 BROOKVALE NS AUS Card xx0033 Value Date: 05/01/2022,-25.0,,Shopping
2022-01-07,WOOLWORTHS 1282 BROOKVALE NS AUS Card xx0033 Value Date: 05/01/2022,-11.22,,Groceries
2022-01-07,Return BEST & LESS BROOKVALE AUS Card xx0033 Value Date: 05/01/2022,51.0,,Shopping
2022-01-07,ALDI STORES - DEE WHY DEE WHY AUS Card xx0025 Value Date: 04/01/2022,-111.42,,Groceries
2022-01-07,KMART 1378 BROOKVALE AU AUS Card xx0033 Value Date: 05/01/2022,-3.5,,Shopping
2022-01-08,DEE WHY LIBRARY DEE WHY AUS Card xx0025 Value Date: 06/01/2022,-7.5,,Shopping
2022-01-08,PAYPAL *NJALLA 4029357733 AU AUS Card xx0025 Value Date: 06/01/2022,-24.49,,Shopping
2022-01-08,Coretto Dee Why Dee Why NS AUS Card xx0033 Value Date: 06/01/2022,-8.06,,DinnerBars
2022-01-08,Bare Naked Bowls Dee Dee Why NS AUS Card xx0033 Value Date: 07/01/2022,-34.91,,DinnerBars
2022-01-08,Transfer from xx2105 NetBank,,,
2022-01-08,Transfer To Fritz PayID Email from CommBank App Deposit,,,
2022-01-10,Direct Debit 617704 PAYPAL AUSTRALIA 1017833782338,-22.0,,Shopping
2022-01-11,SMP*Muchacha Mexican North Curl C AU AUS Card xx0033 Value Date: 07/01/2022,-11.18,,DinnerBars
2022-01-11,NORTH CURL CURL CELLAR NORTH CURL CU AU AUS Card xx0025 Value Date: 07/01/2022,-30.5,,DinnerBars
2022-01-11,ST VIN DE PAUL SOC NSW BROOKVALE AUS Card xx0033 Value Date: 07/01/2022,-8.0,,Shopping
2022-01-11,SMP*Muchacha Mexican North Curl C AU AUS Card xx0025 Value Date: 07/01/2022,-22.87,,DinnerBars
2022-01-11,WOOLWORTHS 1472 DEE WHY NS AUS Card xx0025 Value Date: 09/01/2022,-34.73,,Groceries
2022-01-11,Direct Debit 000793 BUPA AUSTRALIA 447712440000006000,-171.42,,Medical
2022-01-11,Pole Dance Academy 0423054430 NS AUS Card xx0025 Value Date: 07/01/2022,,,
2022-01-12,WOOLWORTHS 1472 DEE WHY NS AUS Card xx0033 Value Date: 10/01/2022,-19.0,,Groceries
2022-01-13,Transfer to other Bank NetBank,,,
2022-01-13,Transfer From JEANNIE-MADELEINE SPAHR to PayID Phone Jeannie's Schulden,,45.0,
2022-01-13,THE REJECT SHOP DEE WHY NS AUS Card xx0033 Value Date: 10/01/2022,-17.0,,Shopping
2022-01-13,Salary SAP Australia Pt WAGE/SALARY 013625,,,
2022-01-14,Direct Debit 518466 Explore & Develo A007ZMUK162Q,-326.82,,Charlotte
2022-01-14,BUNNINGS 551000 WARRINGAH MAL AUS Card xx0033 Value Date: 12/01/2022,-9.2,,Shopping
2022-01-14,PLINE PH DEE WHY DEE WHY AUS Card xx0025 Value Date: 11/01/2022,-19.48,,Groceries
2022-01-14,BAYFIELDS IND. SINCE DEE WHY NS AUS Card xx0025 Value Date: 11/01/2022,-109.88,,DinnerBars
2022-01-14,ALDI STORES - DEE WHY DEE WHY AUS Card xx0025 Value Date: 11/01/2022,-153.55,,Groceries
2022-01-15,WOOLWORTHS 1472 DEE WHY NS AUS Card xx0033 Value Date: 13/01/2022,-24.15,,Groceries
2022-01-15,Return H M Hennes Mauritz Sydney AU AUS Card xx3636 Value Date: 13/01/2022,,,
2022-01-17,Direct Debit 142619 TPG Internet DM1H0KBBCV8-047HP4,,,
2022-01-17,Direct Debit 408856 Linkt Sydney 489767260632,-4.55,,Transport
2022-01-18,MED*ALDIMobile CHATSWOOD AU AUS Card xx0025 Value Date: 15/01/2022,,,
2022-01-18,ALDI STORES - BROOKVAL BROOKVALE AUS Card xx0025 Value Date: 14/01/2022,-40.14,,Groceries
2022-01-18,Brazilian Flame Dee W Dee Why NS AUS Card xx0025 Value Date: 14/01/2022,-56.78,,Groceries
2022-01-18,LAWLERS WHOLELIFE DEE WHY NS AUS Card xx0025 Value Date: 14/01/2022,-4.89,,DinnerBars
2022-01-18,Syd Aprt Intnl Carp50 Sydney NS AUS Card xx0025 Value Date: 14/01/2022,-19.9,,Travel
2022-01-18,Return THE REJECT SHOP DEE WHY NS AUS Card xx0033 Value Date: 13/01/2022,7.5,,Shopping
2022-01-18,ALDI STORES - BROOKVAL BROOKVALE AUS Card xx0033 Value Date: 13/01/2022,-52.76,,Groceries
2022-01-18,SYD INT APORT FLORIST MASCOT NS AUS Card xx0033 Value Date: 14/01/2022,-10.0,,Shopping
2022-01-18,COTTON ON BODY 2457 BROOKVALE NS AUS Card xx0033 Value Date: 14/01/2022,-99.97,,Shopping
2022-01-18,CAFE LELUNAR W MALL BROOKVALE NS AUS Card xx0033 Value Date: 14/01/2022,-8.5,,DinnerBars
2022-01-18,Direct Debit 408856 Linkt Sydney 489767239963,-9.11,,Transport
2022-01-19,Return Pole Dance Academy 0423054430 NS AUS Card xx0025 Value Date: 15/01/2022,,,
2022-01-19,THE BEACHES SPORTS PHY DEE WHY NS AUS Card xx0033 Value Date: 17/01/2022,-160.0,,Medical
2022-01-21,PAYPAL *AIRBNBPAYME H 4029357733 AU AUS Card xx0025 Value Date: 19/01/2022,,,
2022-01-22,7-ELEVEN 2212 DEE WHY NS AUS Card xx0025 Value Date: 20/01/2022,-7.47,,DinnerBars
2022-01-25,SMP*Muchacha Mexican North Curl C AU AUS Card xx0033 Value Date: 21/01/2022,-34.05,,DinnerBars
2022-01-25,SQ *ANGELA'S BUSH SOA Dee Why AU AUS Card xx0033 Value Date: 23/01/2022,-7.0,,DinnerBars
2022-01-26,AMZNPRIMEAU MEMBERSHIP SYDNEY SOUTH NS AUS Card xx0025 Value Date: 24/01/2022,-6.99,,Shopping
2022-01-26,Anita Gelato Manly Manly NS AUS Card xx0025 Value Date: 24/01/2022,-8.59,,DinnerBars
2022-01-26,AMAZON AU SYDNEY SOUTH NS AUS Card xx0025 Value Date: 24/01/2022,-21.94,,Shopping
2022-01-27,Transfer to other Bank NetBank,,,
2022-01-28,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0025 Value Date: 26/01/2022,-14.42,,Transport
2022-01-28,Seafood at the Beach Dee Why NS AUS Card xx0025 Value Date: 26/01/2022,-60.0,,DinnerBars
2022-01-28,4 PINES BREWING COMPAN MANLY AUS Card xx0025 Value Date: 24/01/2022,-10.0,,DinnerBars
2022-01-28,4 PINES BREWING COMPAN MANLY AUS Card xx0025 Value Date: 24/01/2022,-31.0,,DinnerBars
2022-01-28,4 PINES BREWING COMPAN MANLY AUS Card xx0025 Value Date: 24/01/2022,-47.0,,DinnerBars
2022-01-28,AMAZON AU SYDNEY SOUTH NS AUS Card xx0025 Value Date: 25/01/2022,-14.91,,Shopping
2022-01-28,AMAZON AU SYDNEY SOUTH NS AUS Card xx0025 Value Date: 25/01/2022,-22.95,,Shopping
2022-01-28,WOOLWORTHS 1472 DEE WHY NS AUS Card xx0025 Value Date: 25/01/2022,-66.63,,Groceries
2022-01-28,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0033 Value Date: 26/01/2022,-14.42,,Transport
2022-01-28,Direct Credit 301500 ELC Education PL RE ELC Bond refund,,796.39,
2022-01-29,AMAZON AU SYDNEY SOUTH NS AUS Card xx0025 Value Date: 27/01/2022,-23.95,,Shopping
2022-01-31,Direct Debit 617704 PAYPAL AUSTRALIA 1018174229099,-31.7,,Shopping
2022-02-01,ALDI STORES - KATOOMBA KATOOMBA AUS Card xx0025 Value Date: 29/01/2022,-109.5,,Groceries
2022-02-01,AMAZON AU SYDNEY SOUTH NS AUS Card xx0025 Value Date: 29/01/2022,-21.88,,Shopping
2022-02-01,WOOLWORTHS 1787 KATOOMBA NS AUS Card xx0033 Value Date: 30/01/2022,-10.7,,Groceries
2022-02-01,Direct Debit 408856 Linkt Sydney 489767287577,-18.19,,Transport
2022-02-02,Adobe Systems Pty Ltd Sydney AU AUS Card xx0025 Value Date: 01/02/2022,-21.99,,Utility
2022-02-02,BLUE MOUNTAINS CITY KATOOMBA NS AUS Card xx0025 Value Date: 29/01/2022,-8.06,,Shopping
2022-02-02,AMAZON AU SYDNEY SOUTH NS AUS Card xx0025 Value Date: 31/01/2022,-17.91,,Shopping
2022-02-04,JustCutsWarringahMall Brookvale NS AUS Card xx0033 Value Date: 02/02/2022,-37.0,,Shopping
2022-02-04,COTTON ON BODY 2457 BROOKVALE NS AUS Card xx0033 Value Date: 02/02/2022,-79.97,,Shopping
2022-02-04,MYER WARRINGAH BROOKVALE NS AUS Card xx0033 Value Date: 02/02/2022,-76.57,,Shopping
2022-02-04,KMART 1378 BROOKVALE AU AUS Card xx0033 Value Date: 02/02/2022,-11.25,,Shopping
2022-02-04,Return COTTON ON BODY 2457 BROOKVALE NS AUS Card xx0033 Value Date: 02/02/2022,,99.97,
2022-02-04,WESTFIELD WARRINGAHQPS BROOKVALE AUS Card xx0033 Value Date: 02/02/2022,-5.0,,Shopping
2022-02-04,BIG W 0145 BROOKVALE NS AUS Card xx0033 Value Date: 02/02/2022,-8.0,,Shopping
2022-02-04,Direct Debit 408856 Linkt Sydney 489767248777,-17.77,,Transport
2022-02-05,Girdlers Dee Why Dee Why NS AUS Card xx0033 Value Date: 04/02/2022,-119.0,,DinnerBars
2022-02-07,Direct Credit 002221 MCARE BENEFITS 243055314 AYWQ,,173.15,
2022-02-07,Direct Debit 408856 Linkt Sydney 489767240756,-3.05,,Transport
2022-02-08,SALEPEPE.COM.AU SEAFORTH NS AUS Card xx0025 Value Date: 04/02/2022,-111.93,,DinnerBars
2022-02-08,4 PINES BREWING COMPAN BROOKVALE AUS Card xx0025 Value Date: 03/02/2022,-24.0,,DinnerBars
2022-02-08,RESULTS LASER CLINIC BROOKVALE NS AUS Card xx0033 Value Date: 04/02/2022,-295.0,,Shopping
2022-02-08,4 PINES BREWING COMPAN BROOKVALE AUS Card xx0025 Value Date: 03/02/2022,-46.0,,DinnerBars
2022-02-08,ALDI STORES - BROOKVAL BROOKVALE AUS Card xx0025 Value Date: 05/02/2022,-114.72,,Groceries
2022-02-08,WOOLWORTHS 1472 DEE WHY NS AUS Card xx0025 Value Date: 06/02/2022,-28.8,,Groceries
2022-02-09,Direct Debit 000793 BUPA AUSTRALIA 447712440000007000,-171.42,,Medical
2022-02-09,Syd Aprt Intnl Carp50 Sydney NS AUS Card xx0025 Value Date: 05/02/2022,-27.9,,Transport
2022-02-09,MR GELATO COLLAROY NS AUS Card xx0025 Value Date: 04/02/2022,-27.5,,DinnerBars
2022-02-09,DR JAMES SMITH DEE WHY NS AUS Card xx0033 Value Date: 07/02/2022,-260.0,,Medical
2022-02-09,Direct Debit 408856 Linkt Sydney 489767204656,-12.16,,Transport
2022-02-10,Transfer to other Bank NetBank,,,
2022-02-10,Syd Aprt Intnl Carp50 Sydney NS AUS Card xx0025 Value Date: 07/02/2022,-27.9,,Transport
2022-02-10,Brazilian Flame Dee W Dee Why NS AUS Card xx0033 Value Date: 08/02/2022,-20.24,,Groceries
2022-02-10,WOOLWORTHS 1472 DEE WHY NS AUS Card xx0033 Value Date: 08/02/2022,-15.61,,Groceries
2022-02-11,Direct Debit 408856 Linkt Sydney 489767203427,-9.11,,Transport
2022-02-12,Cardless Cash for collection drawing pad,-40.0,,Shopping
2022-02-14,Salary SAP Australia Pt WAGE/SALARY 013625,,,
2022-02-15,BAYFIELDS IND. SINCE DEE WHY NS AUS Card xx0033 Value Date: 10/02/2022,-53.97,,DinnerBars
2022-02-15,Return AMAZON AU SYDNEY SOUTH NS AUS Card xx0025 Value Date: 11/02/2022,21.94,,Shopping
2022-02-15,Anita Gelato Manly Manly NS AUS Card xx0033 Value Date: 12/02/2022,-23.76,,DinnerBars
2022-02-15,Cardless Cash for collection Shop,-250.0,,Shopping
2022-02-15,AMAZON AU SYDNEY SOUTH NS AUS Card xx0025 Value Date: 12/02/2022,-41.6,,Shopping
2022-02-15,WOOLWORTHS 1472 DEE WHY NS AUS Card xx0033 Value Date: 13/02/2022,-23.11,,Groceries
2022-02-15,Anita Gelato Manly Manly NS AUS Card xx0033 Value Date: 13/02/2022,-6.57,,DinnerBars
2022-02-15,Mounties Group FRESHWATER AU AUS Card xx0025 Value Date: 12/02/2022,-8.0,,DinnerBars
2022-02-15,Anita Gelato Manly Manly NS AUS Card xx0025 Value Date: 13/02/2022,-8.59,,DinnerBars
2022-02-16,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0025 Value Date: 14/02/2022,-5.3,,Transport
2022-02-16,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0033 Value Date: 14/02/2022,-5.3,,Transport
2022-02-17,MED*ALDIMobile CHATSWOOD AU AUS Card xx0025 Value Date: 15/02/2022,,,
2022-02-17,Direct Debit 142619 TPG Internet DM2H0IAZ4RX-047HP4,,,
2022-02-17,AMPOL DEE WHY DEE WHY AUS Card xx0033 Value Date: 15/02/2022,-116.66,,Transport
2022-02-18,4 PINES BREWING COMPAN BROOKVALE AUS Card xx0025 Value Date: 15/02/2022,-12.0,,DinnerBars
2022-02-18,me&u Surry Hills AU AUS Card xx0033 Value Date: 16/02/2022,-51.67,,DinnerBars
2022-02-18,MESSINA CIRC QUAY Sydney NS AUS Card xx0033 Value Date: 16/02/2022,-20.64,,DinnerBars
2022-02-19,OFFICEWORKS BENTLEIGH EAS AUS Card xx0025 Value Date: 17/02/2022,-31.7,,Shopping
2022-02-22,ALDI STORES - DEE WHY DEE WHY AUS Card xx0025 Value Date: 17/02/2022,-150.5,,Groceries
2022-02-22,BAYFIELDS IND. SINCE DEE WHY NS AUS Card xx0025 Value Date: 17/02/2022,-124.98,,DinnerBars
2022-02-22,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0033 Value Date: 17/02/2022,-16.3,,Transport
2022-02-23,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0033 Value Date: 21/02/2022,-5.3,,Transport
2022-02-24,Transfer to other Bank NetBank,,,
2022-02-24,WESTFIELD WARRINGAHQPS BROOKVALE AUS Card xx0033 Value Date: 22/02/2022,-25.0,,Shopping
2022-02-24,WOOLWORTHS 1282 BROOKVALE NS AUS Card xx0033 Value Date: 22/02/2022,-10.0,,Groceries
2022-02-24,GFM*GoFundMe In Loving Sydney AU AUS Card xx0025 Value Date: 22/02/2022,-100.0,,Shopping
2022-02-24,SMP*Four Brothers War Brookvale AU AUS Card xx0033 Value Date: 22/02/2022,-24.58,,Shopping
2022-02-25,H&M Sydney AU0017 Brookvale NS AUS Card xx0033 Value Date: 22/02/2022,-24.99,,Shopping
2022-02-26,SALEPEPE.COM.AU SEAFORTH NS AUS Card xx0025 Value Date: 24/02/2022,-116.5,,DinnerBars
2022-02-26,BAYFIELDS IND. SINCE DEE WHY NS AUS Card xx0033 Value Date: 23/02/2022,-49.99,,DinnerBars
2022-02-26,GUNNERS BARRACKS MOSMAN NS AUS Card xx0033 Value Date: 24/02/2022,-195.98,,DinnerBars
2022-02-26,LAWLERS WHOLELIFE DEE WHY NS AUS Card xx0033 Value Date: 23/02/2022,-12.99,,Shopping
2022-02-28,ABC BULLION NetBank BPAY 213611 7816844,,,
2022-03-01,TRANSPORTFORNSW TAP SYDNEY AUS Card xx0033 Value Date: 27/02/2022,-8.15,,Transport
2022-03-01,Return COTTON ON BODY 2457 BROOKVALE NS AUS Card xx0033 Value Date: 25/02/2022,,49.98,
2022-03-01,WOOLWORTHS 1472 DEE WHY NS AUS Card xx0025 Value Date: 27/02/2022,-32.62,,Groceries
2022-03-01,JAH BAR DEE WHY BEACH DEE WHY AUS Card xx0025 Value Date: 25/02/2022,-62.18,,DinnerBars
2022-03-01,Maritime Museum Sydney AU AUS Card xx0025 Value Date: 26/02/2022,-50.0,,Shopping
2022-03-01,MESSINA CIRC QUAY Sydney NS AUS Card xx0025 Value Date: 26/02/2022,-13.16,,DinnerBars
